"Prod_Desc","Sub_Name","Cat_Name","ID_Proj","Proj_Name","BOM_Quant","Proj_City","Proj_State","Proj_Date"
"Chapa grossa de aço carbono ;Espec. SAE-1020 ;espessura 7,938mm (5/16pol) ;Larg. 1000 mm x compr. 2000mm ;Bordas aparadas ;",Perfis e chapas em aço carbono,Ferragens,12398,Chapa grossa de aço carbono - Rio de Janeiro - RJ,2.0,Rio de Janeiro,RJ,"2024-11-06"
"Chapa grossa de aço carbono ;Espec. ASTM A36 ;espessura 19,05mm (3/4pol) ;Larg. 1000 mm x compr. 2000mm ;Bordas aparadas ;",Insumos metálicos,Ferragens,12398,Chapa grossa de aço carbono - Rio de Janeiro - RJ,2.0,Rio de Janeiro,RJ,"2024-11-06"
"Chapa grossa de aço carbono ;Espec. ASTM A285 gr C ;espessura 6,35mm (1/4pol) ;Larg. 1000 mm x compr. 2000mm ;Bordas aparadas ;",Insumos metálicos,Ferragens,12398,Chapa grossa de aço carbono - Rio de Janeiro - RJ,60.0,Rio de Janeiro,RJ,"2024-11-06"
"Chapa grossa de aço carbono ;Espec. ASTM A36 ;espessura 12,7mm (1/2pol) ;Larg. 1000 mm x compr. 1000mm ;Bordas aparadas ; ---------- REFERÊNCIA: 06004013 / FABRICANTE: USIMINAS",Insumos metálicos,Ferragens,12398,Chapa grossa de aço carbono - Rio de Janeiro - RJ,1.0,Rio de Janeiro,RJ,"2024-11-06"
"Chapa grossa de aço carbono ;Espec. ASTM A36 ;espessura 31,75mm (1 1/4 pol) ;Larg. 1000 mm x compr. 2000mm ;Bordas aparadas ;",Insumos metálicos,Ferragens,12398,Chapa grossa de aço carbono - Rio de Janeiro - RJ,1.0,Rio de Janeiro,RJ,"2024-11-06"
"Chapa grossa de aço carbono ;Espec. ASTM A36 ;espessura 6,35mm (1/4pol) ;Larg. 1200 mm x comp. 3000mm ;Bordas não aparadas(universal) ;",Insumos metálicos,Ferragens,12398,Chapa grossa de aço carbono - Rio de Janeiro - RJ,1.0,Rio de Janeiro,RJ,"2024-11-06"
"Chapa grossa de aço carbono ;Espec. ASTM A36 ;espessura 9,525mm (3/8pol) ;Larg. 190mm x comp. 190mm ;Bordas aparadas ;",Insumos metálicos,Ferragens,12398,Chapa grossa de aço carbono - Rio de Janeiro - RJ,9.0,Rio de Janeiro,RJ,"2024-11-06"
"Parafuso máquina ; tipo cap screw ; padrão ISO 4762 ; cab. cil. c/sextavado interno ; AL ISO 898-1 cl. resist. 12.9 ; fosfatizado ; tam. M 8, passo de rosca 1,25 ; comprimento 25mm",Parafusos e acessórios,Ferragens,12399,Parafuso máquina - Rio de Janeiro - RJ,12.0,Rio de Janeiro,RJ,"2024-11-06"
"POSTE DE CONCRETO ARMADO DE SECAO CIRCULAR, EXTENSAO DE 13,00 M, RESISTENCIA DE 1000 DAN, TIPO C-23",Artefatos de Concreto,Infraestrutura,12401,Poste Circular - Praia Grande - SP,2.0,Praia Grande,SP,"2024-11-07"
"Chapa grossa de aço carbono ;Espec. ASTM A131 AH-36 ;espessura 76,2mm (3pol) ;Larg. 2440 mm x comp.6000mm ;Bordas aparadas ;",Insumos metálicos,Ferragens,12402,Chapa grossa - Serra - ES,1.0,Serra,ES,"2024-11-07"
"Chapa grossa de aço carbono ;Espec. ASTM A131 AH-36 ;espessura 15,875mm (5/8pol) ;Larg. 2440 mm x comp.6000mm ;Bordas aparadas ;",Insumos metálicos,Ferragens,12402,Chapa grossa - Serra - ES,146.4,Serra,ES,"2024-11-07"
"Chapa grossa de aço inoxidável ;Espec. ASTM A240 tipo 310S ;Bordas aparadas ;Esp. 25,00mm (1pol) ;Larg. 1300mm x comp. 2000mm ;Tp: 0000000100 ANTIGO 951578796536   ",Insumos metálicos,Ferragens,12402,Chapa grossa - Serra - ES,3.86,Serra,ES,"2024-11-07"
"Chapa grossa de aço carbono ;Espec. ABS GR AH36 ;espessura 9,525mm (3/8pol) ;Larg. 2440 mm x comp. 4160mm ;Bordas não aparadas(universal) ;",Perfis e chapas em aço carbono,Ferragens,12402,Chapa grossa - Serra - ES,25.0,Serra,ES,"2024-11-07"
"Telha ;em aço galvanizado ;trapezoidal ;espessura 0,8mm ;largura útil 1031mm ;comprimento 3,00m ;Alumínio ;Tp: RJ TELHAS RJ40/1020 - 0,8MM X1031MM X3,00M",Telhas,Construção Civil,12404,Telhas - Cabo Frio - RJ,18.0,Cabo Frio,RJ,"2024-11-07"
Cubeta 60x60x16           ,Artefatos de Concreto,Infraestrutura,12405,Aluguel Cubeta - Sapiranga - RS,62.0,Sapiranga,RS,"2024-11-08"
Cubetas  60x30x16            ,Artefatos de Concreto,Infraestrutura,12405,Aluguel Cubeta - Sapiranga - RS,35.0,Sapiranga,RS,"2024-11-08"
Canaletas de concreto de 40 ,Artefatos de Concreto,Infraestrutura,12406,Canaletas - Igrejinha - RS,300.0,Igrejinha,RS,"2024-11-08"
"Chapa antiderrapante ;AC SAE1020 ;padrão NBR 16538 ;quadrado 11x11mm ;reta ;esp.6,35mm (1/4pol) ;larg.1200mm x comp.6000mm ;",Chapa em alumínio,Ferragens,12407,Chapa Antiderrapante - Belo Horizonte - MG,51.0,Belo Horizonte,MG,"2024-11-08"
"GRAMPO TIPO ""U"", AÇO LIGA ESPEC, ASTM A-193 GR.B7, EMBORRACHADO (NEOPRENE) COM 04 PORCAS HEXAGONAIS E 02 ARRUELAS LISAS A-194 GR. 2H REVESTIDO COM ZN/NI, DN 1/4""(GRAMPO) PARA TUBO DN 3/4""""; ",Ferragens para Fixar e Montar,Ferragens,12408,PORCAS HEXAGONAIS - Belo Horizonte - MG,21.0,Belo Horizonte,MG,"2024-11-08"
"PORCAS HEXAGONAIS E 02 ARRUELAS LISAS A-194 GR. 2H REVESTIDO COM ZN/NI, DN 1/4""(GRAMPO) PARA TUBO DN 1""; ",Ferragens para Fixar e Montar,Ferragens,12408,PORCAS HEXAGONAIS - Belo Horizonte - MG,160.0,Belo Horizonte,MG,"2024-11-08"
TAMPÃO DE AÇO ; PADRÃO ASME B16.11 ; AC ASTM A105 ; EXTREM. ENCAIXE PARA SOLDA ; DN 3/4POL ; CLASSE 6000,Outros - Ferragens,Ferragens,12408,PORCAS HEXAGONAIS - Belo Horizonte - MG,1.0,Belo Horizonte,MG,"2024-11-08"
ARRUELA LISA M12 ; DIÂMETRO EXTERNO 30MM ; AI AISI-316L,Ferragens para Fixar e Montar,Ferragens,12408,PORCAS HEXAGONAIS - Belo Horizonte - MG,20.0,Belo Horizonte,MG,"2024-11-08"
ARRUELA LISA M16 ; DIÂMETRO EXTERNO 45MM ; AI AISI-316L; ,Ferragens para Fixar e Montar,Ferragens,12408,PORCAS HEXAGONAIS - Belo Horizonte - MG,60.0,Belo Horizonte,MG,"2024-11-08"
JUNTA FUNGENBAND O-12,Canos e Conexões Hidráulicas,Materiais Hidráulicos,12409,Junta - Sapucaia do Sul - RS,80.0,Sapucaia do Sul,RS,"2024-11-11"
"Parafuso máquina ;tipo cap screw ;padrão ISO 4017 ;cab. sextavada ;AC ISO 898-1 cl. resist. 10.9 ;tam. M 6, passo de rosca 1,0 ;comprimento 30mm ;",Parafusos e acessórios,Ferragens,12410,Parafuso máquina - Juazeiro - BA,36.0,Juazeiro,BA,"2024-11-11"
"Parafuso máquina ;tipo cap screw ;padrão ASME B18.2.1 ;cab. sextavada ;AL ASTM A193 gr B7 (AISI-4140) ;Zn-Ni ASTM B841cl 1-B/E Gr 5 ;tam. 1 1/4 pol, 8 UN-2A ;comprimento 3 1/4pol",Parafusos e acessórios,Ferragens,12410,Parafuso máquina - Juazeiro - BA,4.0,Juazeiro,BA,"2024-11-11"
Arruela lisa ;chanfrada ;padr. ISO 7416 ;tam. M36 ;AC C50 (EN 1.0540) ;Tp: 0000000900 ET-3010.00-5260-631-PG8-003 ITEM 3-TAB 2,Ferragens para Fixar e Montar,Ferragens,12410,Parafuso máquina - Juazeiro - BA,49.0,Juazeiro,BA,"2024-11-11"
PISO ELEVADO REVESTIDO COM EPOXI 60x60x3CM,Piso Elevado,Pisos e Revestimentos,12411,Piso Elevado - Quixeré - CE,70.0,Quixeré,CE,"2024-11-11"
"LONGARINA EM ACO 18x30x1180MM ESP1,2MM PISO ELEVADO",Acessórios para Pisos e Revestimentos,Pisos e Revestimentos,12411,Piso Elevado - Quixeré - CE,194.0,Quixeré,CE,"2024-11-11"
"Abraçadeira ;Tipo ""D"" circular ;Em aço carbono ;galvanizado ;DN 1pol ;para eletroduto  ",Ferragens para Fixar e Montar,Ferragens,12412,Abraçadeira - Macae - RJ,22.0,Macaé,RJ,"2024-11-11"
"JUNTA DILATACAO ELASTICA PARA CONCRETO (FUGENBAND) O-22, ATE 30 MCA",Aduela de Concreto,Infraestrutura,12413,Fugenband - Cuiaba - MT,100.0,Cuiabá,MT,"2024-11-11"
Tapete/Estrado Isolante 1x1m 20kV,Outros - Materiais Elétricos,Materiais Elétricos,12414,Tapete Isolante - Betim - MG,1.0,Betim,MG,"2024-11-11"
Poste de Concreto 600 dan x 12 metros,Poste de Concreto,Infraestrutura,12415,Postes Franca - SP,1.0,Franca,SP,"2024-11-11"
Cubeta B25/80/80 - Dimensões em CM,Artefatos de Concreto,Infraestrutura,12417,Cubetas - Campina Grande - PB,661.0,Campina Grande,PB,"2024-11-12"
Cubeta B25/40/80 - Dimensões em CM,Artefatos de Concreto,Infraestrutura,12417,Cubetas - Campina Grande - PB,53.0,Campina Grande,PB,"2024-11-12"
Cubeta B25/80/40 - Dimensões em CM,Artefatos de Concreto,Infraestrutura,12417,Cubetas - Campina Grande - PB,25.0,Campina Grande,PB,"2024-11-12"
"Prensa-cabo ;em alumínio ;para cabo elétrico não armado ;diâmetro MÍNIMO capa externa cabo elétrico: 13,0mm ;diâmetro MÁXIMO capa externa cabo elétrico: 18,0mm ;rosca NPT confor. ASME B1.20.1 ;Ø 1"" ;IP 66 - ABNT NBR IEC 60529 ;Tp: CIMAQ A2F 1 ACF 1""NPT",Acessórios e Conexões Elétricas,Materiais Elétricos,12418,Prensa-cabo - Sao Paulo - SP,30.0,São Paulo,SP,"2024-11-12"
"Chapa fina de aço carbono ;Espec. ASTM A283 gr C ;Bordas aparadas ;Esp. 4,76mm (3/16pol) ;Larg. 1800 mm x comp. 6000mm ;",Insumos metálicos,Ferragens,12419,Chapa Fina - Rio de Janeiro - RJ,235188.0,Rio de Janeiro,RJ,"2024-11-12"
"Chapa antiderrapante ;AC ASTM A36 ;padrão NBR 16538 ;xadrez ;reta ;esp.6,35mm (1/4pol) ;larg.1500mm x comp.6000mm ;",Outros - Pisos e Revestimentos,Pisos e Revestimentos,12419,Chapa Fina - Rio de Janeiro - RJ,180.0,Rio de Janeiro,RJ,"2024-11-12"
"Chapa fina de aço inoxidável ;Espec. ASTM A240 tp 439 ;Bordas aparadas ;Esp. 4,00mm ;Larg. 1250mm x comp. 300.000mm ;",Insumos metálicos,Ferragens,12419,Chapa Fina - Rio de Janeiro - RJ,750.0,Rio de Janeiro,RJ,"2024-11-12"
"Chapa antiderrapante ;AC ASTM A283, gr.C ;padrão NBR 16538 ;quadrado 11x11mm ;combinada ;esp.6,35mm (1/4pol) ;larg.1200mm x comp.3000mm ;",Outros - Pisos e Revestimentos,Pisos e Revestimentos,12419,Chapa Fina - Rio de Janeiro - RJ,22485.2,Rio de Janeiro,RJ,"2024-11-12"
"Chapa antiderrapante ;AC ASTM A36 ;padrão NBR 16538 ;xadrez ;reta ;esp.6,35mm (1/4pol) ;larg.1500mm x comp.6000mm ;",Outros - Pisos e Revestimentos,Pisos e Revestimentos,12419,Chapa Fina - Rio de Janeiro - RJ,180.0,Rio de Janeiro,RJ,"2024-11-12"
"Chapa fina de aço carbono ;Espec. ASTM A283 gr C ;Bordas aparadas ;Esp. 4,76mm (3/16pol) ;Larg. 2440mm x comp. 6000mm ;",Insumos metálicos,Ferragens,12419,Chapa Fina - Rio de Janeiro - RJ,30.0,Rio de Janeiro,RJ,"2024-11-12"
"Cantoneira de aço carbono ;Cantoneira ASTM A6M ;ASTM A36 ;L76 x 76 x 9,5 mm ;",Perfis e chapas em aço carbono,Ferragens,12419,Chapa Fina - Rio de Janeiro - RJ,3180.0,Rio de Janeiro,RJ,"2024-11-12"
"Chapa fina de aço carbono ;Espec. ASTM A283 gr C ;Bordas aparadas ;Esp. 4,76mm (3/16pol) ;Larg. 1500 mm x comp. 6000mm ;",Insumos metálicos,Ferragens,12419,Chapa Fina - Rio de Janeiro - RJ,9.69,Rio de Janeiro,RJ,"2024-11-12"
"Chapa fina de aço carbono ;Espec. ASTM A283 gr C ;Bordas aparadas ;Esp. 4,76mm (3/16pol) ;Larg. 1500 mm x comp. 6000mm ;",Insumos metálicos,Ferragens,12419,Chapa Fina - Rio de Janeiro - RJ,9.69,Rio de Janeiro,RJ,"2024-11-12"
"Chapa fina de aço carbono ;Espec. ASTM A283 gr C ;Bordas aparadas ;Esp. 4,76mm (3/16pol) ;Larg. 1500 mm x comp. 6000mm ;",Insumos metálicos,Ferragens,12419,Chapa Fina - Rio de Janeiro - RJ,9.69,Rio de Janeiro,RJ,"2024-11-12"
"Chapa fina de aço carbono ;Espec. ASTM A283 gr C ;Bordas aparadas ;Esp. 4,76mm (3/16pol) ;Larg. 1500 mm x comp. 6000mm ;",Insumos metálicos,Ferragens,12419,Chapa Fina - Rio de Janeiro - RJ,5.0,Rio de Janeiro,RJ,"2024-11-12"
"Chapa fina de aço carbono ;Espec. ASTM A283 gr C ;Bordas aparadas ;Esp. 4,76mm (3/16pol) ;Larg. 1500 mm x comp. 6000mm ;",Insumos metálicos,Ferragens,12419,Chapa Fina - Rio de Janeiro - RJ,18.0,Rio de Janeiro,RJ,"2024-11-12"
"Piso em cerâmica esmaltada extra, pei, maior ou igual a 4 formato maior que 2025 cm2 ",Pisos Cerâmicos,Pisos e Revestimentos,12420,Piso Ceramica - Casimiro de Abreu - RJ,24.56,Casimiro de Abreu,RJ,"2024-11-12"
"CHAPA DE ACO CARBONO, LISA, ASTM A36, BITOLA 1/2"" , ESPESSURA 12,70 MM (99,70 KG/M2)",Insumos metálicos,Ferragens,12421,Chapa - Penapolis - SP,15.49,Penápolis,SP,"2024-11-13"
Receptáculo ;para lâmpada ;E27 - ABNT NBR 8346 ;conforme IEC 60061-2 ;250V ;4A ;contatos elétricos em latão ; invólucro em porcelana ;branco ;terminais (p/ fiação externa) com aperto por parafusos ;Tp: LORENZETTI 1464-D USAR 30.063.322   REFERÊNCIA: 270736 (1464-D) / FABRICANTE: LORENZETTI -- REFERÊNCIA: 515.004 / FABRICANTE: PETERCO,Lâmpadas,Iluminação,12422,Receptáculo  - Salvador - BA,2.0,Salvador,BA,"2024-11-13"
PISO INTERTRAVADO DE CONCRETO - COR NATURAL MODELO PAVER PLATO 20x10x6cm (CxLxH),Artefatos de Concreto,Infraestrutura,12423,Piso Intertravado - Serra - ES,7.0,Serra,ES,"2024-11-13"
Tachão Reflexivo - 20x15x5cm,"Sinalização, Letras e Números",Segurança e Comunicação,12423,Piso Intertravado - Serra - ES,15.0,Serra,ES,"2024-11-13"
"TAMPAO FOFO SIMPLES COM BASE / REQUADRO, CLASSE A15 CARGA MAX. 1,5 T, 300 X 300 MM (COM INSCRICAO EM RELEVO DO TIPO DE REDE) (Ref.: SINAPI 11315)",Outros - Pisos e Revestimentos,Pisos e Revestimentos,12424,Tampao - Brasilia - DF,2.0,Brasília,DF,"2024-11-13"
"TAMPAO FOFO SIMPLES COM BASE / REQUADRO, CLASSE A15 CARGA MAX. 1,5 T, 400 X 400 MM (COM INSCRICAO EM RELEVO DO TIPO DE REDE) (Ref.: SINAPI 21071)",Outros - Pisos e Revestimentos,Pisos e Revestimentos,12424,Tampao - Brasilia - DF,2.0,Brasília,DF,"2024-11-13"
"Eletroduto flexível ;IEC 61386-23 ;em aço zincado ;sem costura ;com capa externa em PVC ;classe resistência mecânica: médio - IEC 61386-1 ;c/ terminações em alumínio ;macho - macho fixos ;rosca NPT confor. ASME B1.20.1 ;DN 110mm (4"") ;comprimento 1200mm ;sem continuidade elétrica ;IP 65 - ABNT NBR IEC 60529 ;Tp: SPTF 4""NPT IP65",Tubos e Eletrodutos,Materiais Elétricos,12425,Eletroduto flexível - Sao Pedro da Aldeia - RJ,6.0,São Pedro da Aldeia,RJ,"2024-11-13"
"Tubo de Concreto de 500 mm de diâmetro por 1,5 metros de comprimento e 6,3mm de espessura",Aduela de Concreto,Infraestrutura,12426,Tubo de Concreto - Sao Paulo - SP,2.0,São Paulo,SP,"2024-11-14"
Elevador de carga 1000kg - 3 Paradas,Equipamentos para Construção,Construção Civil,12427,Elevador de Carga - Campos do Jordao - SP,1.0,Campos do Jordão,SP,"2024-11-14"
"Perfil estrutural laminado em aço carbono específico. ASTM A36; U - 4"" x 2"" x 1/4""",Aços para Construção,Construção Civil,12428,Perfil estrutural - Macae - RJ,6.0,Macaé,RJ,"2024-11-14"
Chapa lisa em aço carbono espec. ASTM A36; 100 x 100mm x 1/4,Insumos metálicos,Ferragens,12428,Perfil estrutural - Macae - RJ,24.0,Macaé,RJ,"2024-11-14"
CHAVE SECCIONADORA TIPO FACA TRIPOLAR 200A CLASSE 15KV - SEM CARGA E SEM BASE,Outros - Materiais Hidráulicos,Materiais Hidráulicos,12429,CHAVE SECCIONADORA - Vitoria- ES,10.0,Vitória,ES,"2024-11-14"
"Chapa fina de aço inoxidável ;Espec. ASTM A240 tp 304 ;Bordas aparadas ;Esp. 1,90mm (MSG 14) ;Larg. 1000mm x comp. 2000mm ;",Chapa em alumínio,Ferragens,12430,Chapa Fina - Serra - ES,20.0,Serra,ES,"2024-11-14"
"CANTONEIRA DE AÇO CARBONO ;CANTONEIRA ASTM A6M ;ASTM A36 ;L51 X 51 X 2,00 M 7216.21.00 4,8 MM ;",Perfis e chapas em aço carbono,Ferragens,12431,CANTONEIRA - Rio de Janeiro - RJ,2.0,Rio de Janeiro,RJ,"2024-11-14"
"Cantoneira de aço carbono ;Cantoneira ASTM A6M ;ASTM A36 ;L51 x 51 x 4,8 mm",Perfis e chapas em aço carbono,Ferragens,12431,CANTONEIRA - Rio de Janeiro - RJ,2.0,Rio de Janeiro,RJ,"2024-11-14"
"CANTONEIRA DE AÇO CARBONO ;CANTONEIRA ASTM A6M ;ASTM A36 ;L76 X 76 X 6,4",Perfis e chapas em aço carbono,Ferragens,12431,CANTONEIRA - Rio de Janeiro - RJ,6.0,Rio de Janeiro,RJ,"2024-11-14"
"Cantoneira de aço carbono ;Cantoneira ASTM A6M ;ASTM A36 ;L25 x 25 x 4,8 mm ;",Perfis e chapas em aço carbono,Ferragens,12431,CANTONEIRA - Rio de Janeiro - RJ,186.0,Rio de Janeiro,RJ,"2024-11-14"
"Parafuso máquina; tipo screw; padrão ISO 4017; cab. sextavada; AC ISO 898-1 cl. resist. 8.8; cadm. ASTM B766 CL8 TP III; tam. M12, passo de rosca 1,25; comprimento 45mm; rosca total",Ferragens para Fixar e Montar,Ferragens,12432,Parafuso máquina - Macae - RJ,8.0,Macaé,RJ,"2024-11-14"
"Porca sextavada; padr. ISO 4032; AC classe de resistência 8; cadm. bi-crom ASTM B766; tam. M12, passo de rosca 1,25",Ferragens para Fixar e Montar,Ferragens,12432,Parafuso máquina - Macae - RJ,8.0,Macaé,RJ,"2024-11-14"
"Poste cônico contínuo em Aço galvanizado, reto, engastado, h = 9 M (h Útil = 8M), Diâmetro inferior = *145* mm, Inclusive luminária 3 pétalas - fornecimento e instalação",Poste Metálico,Infraestrutura,12433,Poste Conico - Sao Leopoldo - RS,2.0,São Leopoldo,RS,"2024-11-14"
"PROJETOR LED 50W, 300LM, 3000K, CONSTRUÇÃO EM ALUMINIO INJETADO, IP65, EMISSAO LUMINOSA INDIRETA ORIETAVEL, INSTALADO NO SOLO, COM GRADIL DE PROTEÇÃO DE FIXAÇÃO  CHUMBADA",Outros - Iluminação,Iluminação,12433,Poste Conico - Sao Leopoldo - RS,7.0,São Leopoldo,RS,"2024-11-14"
"ASSENTAMENTO DE POSTE DE CONCRETO COM COMPRIMENTO NOMINAL DE 9 M, CARGA NOMINAL MENOR OU IGUAL A 1000DAN, ENGASTAMENTO SIMPLES COM 1,5M DE SOLO",Artefatos de Concreto,Infraestrutura,12433,Poste Conico - Sao Leopoldo - RS,13.0,São Leopoldo,RS,"2024-11-14"
HASTE DE ATERRAMENTO 3/4 PARA SPDA,Para Raios e SPDA,Materiais Elétricos,12433,Poste Conico - Sao Leopoldo - RS,406.0,São Leopoldo,RS,"2024-11-14"
"CONECTOR CABO-HASTE EM BRONZE NATURAL, PARA CONDUTORES DE COBRE DE AÇO COBREADO DE 10 A 25 MM²",Acessórios e Conexões Elétricas,Materiais Elétricos,12433,Poste Conico - Sao Leopoldo - RS,99.0,São Leopoldo,RS,"2024-11-14"
"CONECTOR CABO-HASTE EM BRONZE NATURAL, PARA CONDUTORES DE COBRE DE AÇO COBREADO DE 16 A 70 MM²",Acessórios e Conexões Elétricas,Materiais Elétricos,12433,Poste Conico - Sao Leopoldo - RS,307.0,São Leopoldo,RS,"2024-11-14"
"CONECTOR DE ALUMINIO TIPO PRENSA CABO, BITOLA 1/2"", PARA CABOS DE DIAMETRO DE 12,5 A 15 MM",Outros - Materiais Elétricos,Materiais Elétricos,12433,Poste Conico - Sao Leopoldo - RS,432.0,São Leopoldo,RS,"2024-11-14"
"CONECTOR DE ALUMINIO TIPO PRENSA CABO, BITOLA 1/2"", PARA CABOS DE DIAMETRO DE 22,5 A 25 MM",Acessórios e Conexões Elétricas,Materiais Elétricos,12433,Poste Conico - Sao Leopoldo - RS,362.0,São Leopoldo,RS,"2024-11-14"
"CAIXA ENTERRADA ELETRICA RETANGULAR EM CONCRETO PRE MOLDADO FUNDO COM BRITA, DIMENSAO INTERNA: 0,4X0,4X0,4M",Artefatos de Concreto,Infraestrutura,12433,Poste Conico - Sao Leopoldo - RS,320.0,São Leopoldo,RS,"2024-11-14"
"CAIXA ENTERRADA ELETRICA RETANGULAR EM ALVENARIA COM TIJOLO CERAMICO MACIÇO, FUNDO COM BRITA DIMENSAO: 80X80X90CM","Areia, Pedra Brita, Gesso, Cal e Argila",Construção Civil,12433,Poste Conico - Sao Leopoldo - RS,17.0,São Leopoldo,RS,"2024-11-14"
"LUMINARIA SPOT DE PISO LED 6W 220V, USO EXTERNO",Luminárias,Iluminação,12433,Poste Conico - Sao Leopoldo - RS,364.0,São Leopoldo,RS,"2024-11-14"
"POSTE CONICO CONTINUO EM ACO GALVANIZADO, RETO, ENGASTADO, H = 5 M - DIAMETRO INFERIOR = 95MM INCLUSIVE LUMINARIA",Poste Metálico,Infraestrutura,12433,Poste Conico - Sao Leopoldo - RS,63.0,São Leopoldo,RS,"2024-11-14"
"POSTE CONICO CONTINUO EM ACO GALVANIZADO, RETO, ENGASTADO, H = 7 M - DIAMETRO INFERIOR = 125MM INCLUSIVE LUMINARIA 1 PETALA",Poste Metálico,Infraestrutura,12433,Poste Conico - Sao Leopoldo - RS,136.0,São Leopoldo,RS,"2024-11-14"
"POSTE CONICO CONTINUO EM ACO GALVANIZADO, RETO, ENGASTADO, H = 9 M - DIAMETRO INFERIOR = 145MM INCLUSIVE LUMINARIA 2 PETALA",Poste Metálico,Infraestrutura,12433,Poste Conico - Sao Leopoldo - RS,5.0,São Leopoldo,RS,"2024-11-14"
Impressora Multifuncional Colorida com Wi-Fi e USB – Jato de Tinta Térmico,Sem Categoria,Outros,12434,Compras Lea nov24,1.0,Porto Alegre,RS,"2024-11-15"
Aspirador de Pó Vertical 2 em 1 ,Eletroportáteis,Eletros,12434,Compras Lea nov24,1.0,Porto Alegre,RS,"2024-11-15"
"BUCHA DE NYLON SEM ABA COM PARAFUSO DE 6,10 X 65MM EM ACO ZINCADO COM ROSCA ",Ferragens para Fixar e Montar,Ferragens,12436,Bucha de Nylon - Pelotas - RS,143.0,Pelotas,RS,"2024-11-18"
"Placa de Obra - 2,00x3,00",Placa de obra,Segurança do Trabalho,12437,Placa de Obra - Sao Paulo - SP,1.0,São Paulo,SP,"2024-11-18"
"Chapa grossa de aço carbono ;Espec. ASTM A283 gr C ;espessura 19,05mm (3/4pol) ;Larg.2440mm x comp.12000mm ;Bordas aparadas ;",Insumos metálicos,Ferragens,12438,Chapa Grossa - Macae - RJ,87.84,Macaé,RJ,"2024-11-18"
"Chapa grossa de aço carbono ;Espec. ASTM A283 gr C ;espessura 19,05mm (3/4pol) ;Larg.2440mm x comp.12000mm ;Bordas aparadas ;",Insumos metálicos,Ferragens,12438,Chapa Grossa - Macae - RJ,29.28,Macaé,RJ,"2024-11-18"
"Chapa grossa de aço carbono ;Espec. ASTM A283 gr C ;espessura 19,05mm (3/4pol) ;Larg.2440mm x comp.12000mm ;Bordas aparadas ;",Insumos metálicos,Ferragens,12438,Chapa Grossa - Macae - RJ,87.84,Macaé,RJ,"2024-11-18"
"Chapa grossa de aço carbono ;Espec. ASTM A516 gr 70 ;espessura 19,05mm (3/4pol) ;Larg. 1000 mm x compr. 2000mm ;Bordas não aparadas(universal) ;",Insumos metálicos,Ferragens,12438,Chapa Grossa - Macae - RJ,2.0,Macaé,RJ,"2024-11-18"
"Chapa grossa de aço carbono ;Espec. ASTM A516 gr 70 ;espessura 19,05mm (3/4pol) ;Larg. 1000 mm x compr. 2000mm ;Bordas não aparadas(universal) ;",Insumos metálicos,Ferragens,12438,Chapa Grossa - Macae - RJ,19.0,Macaé,RJ,"2024-11-18"
POSTE CONCRETO; FORMATO: DUPLO T; COMPRIMENTO: 11M;CARGA DE RUPTURA: 300KGF - DT PREFACO,Poste de Concreto,Infraestrutura,12439,Poste Concreto - Belo Horizonte - MG,1.0,Belo Horizonte,MG,"2024-11-18"
"ARRUELA LISA AÇO CARBONO Ø 2"" - MIN. THK=6MM ( Ø EXT.: 98MM)   ( ASTM B841 + ASTM B201 - COR AMARELO)		",Ferragens para Fixar e Montar,Ferragens,12440,Arruela - Campos dos Goytacazes - RJ,230.0,Campos dos Goytacazes,RJ,"2024-11-18"
"GRAMPO TIPO ""U"", AÇO LIGA ESPEC, ASTM A-193 GR.B7, EMBORRACHADO (NEOPRENE) COM 04 PORCAS HEXAGONAIS E 02 ARRUELAS LISAS A-194 GR. 2H REVESTIDO COM ZN/NI, DN 7/8""(GRAMPO) PARA TUBO DN 12""		",Ferragens para Fixar e Montar,Ferragens,12440,Arruela - Campos dos Goytacazes - RJ,13.0,Campos dos Goytacazes,RJ,"2024-11-18"
"GRAMPO TIPO ""U"", AÇO LIGA ESPEC, ASTM A-193 GR.B7, EMBORRACHADO (NEOPRENE) COM 04 PORCAS HEXAGONAIS E 02 ARRUELAS LISAS A-194 GR. 2H REVESTIDO COM ZN/NI, DN 5/8""(GRAMPO) PARA TUBO DN 8""		",Ferragens para Fixar e Montar,Ferragens,12440,Arruela - Campos dos Goytacazes - RJ,3.0,Campos dos Goytacazes,RJ,"2024-11-18"
"GRAMPO TIPO ""U"", AÇO LIGA ESPEC, ASTM A-193 GR.B7, EMBORRACHADO (NEOPRENE) COM 04 PORCAS HEXAGONAIS E 02 ARRUELAS LISAS A-194 GR. 2H REVESTIDO COM ZN/NI, DN 1/2""(GRAMPO) PARA TUBO DN 4""		",Ferragens para Fixar e Montar,Ferragens,12440,Arruela - Campos dos Goytacazes - RJ,5.0,Campos dos Goytacazes,RJ,"2024-11-18"
REVESTIMENTO COMPONENTE; APLICACAO: EQUIPAMENTO CIMAQ; FABRICANTE/REFERÊNCIA: CIMAQ/102LR;,Verniz e Solvente,Tintas e Acessórios,12441,REVESTIMENTO COMPONENTE - Sao Paulo - SP,4.0,São Paulo,SP,"2024-11-18"
